Customer_PO,Shipping_Method,Style,Color,Size,Shipped_Date,Customer,Season,shippingCountry,RESOLVED_BY,Qty,SHIP_KEY
4683,SEA,MSP23B26,100 - ARCTIC,35,06/04/25,GREYSON,,USA,,43,4683|SEA|MSP23B26|100 - ARCTIC|35
4683,SEA,MSP23B26,100 - ARCTIC,35,07/04/25,GREYSON,,USA,,35,4683|SEA|MSP23B26|100 - ARCTIC|35
4683,SEA,MSP23B26,100 - ARCTIC,36,06/04/25,GREYSON,,USA,,50,4683|SEA|MSP23B26|100 - ARCTIC|36
4683,SEA,MSP23B26,100 - ARCTIC,36,07/04/25,GREYSON,,USA,,59,4683|SEA|MSP23B26|100 - ARCTIC|36
4750,SEA,YFA25K65,100 - ARCTIC,L,07/04/25,GREYSON,,USA,,71,4750|SEA|YFA25K65|100 - ARCTIC|L
4750,SEA,YFA25K65,100 - ARCTIC,L,07/06/25,GREYSON,,USA,,25,4750|SEA|YFA25K65|100 - ARCTIC|L
4750,SEA,YFA25K65,100 - ARCTIC,M,07/04/25,GREYSON,,USA,,108,4750|SEA|YFA25K65|100 - ARCTIC|M
4750,SEA,YFA25K65,100 - ARCTIC,M,07/06/25,GREYSON,,USA,,27,4750|SEA|YFA25K65|100 - ARCTIC|M
4750,SEA,YFA25K65,100 - ARCTIC,S,07/04/25,GREYSON,,USA,,111,4750|SEA|YFA25K65|100 - ARCTIC|S
4750,SEA,YFA25K65,100 - ARCTIC,S,07/06/25,GREYSON,,USA,,30,4750|SEA|YFA25K65|100 - ARCTIC|S
4750,SEA,YFA25K65,100 - ARCTIC,XL,07/04/25,GREYSON,,USA,,25,4750|SEA|YFA25K65|100 - ARCTIC|XL
4750,SEA,YFA25K65,100 - ARCTIC,XL,07/06/25,GREYSON,,USA,,10,4750|SEA|YFA25K65|100 - ARCTIC|XL
4750,SEA,YFA25K65,100 - ARCTIC,XS,07/04/25,GREYSON,,USA,,87,4750|SEA|YFA25K65|100 - ARCTIC|XS
4750,SEA,YFA25K65,100 - ARCTIC,XS,07/06/25,GREYSON,,USA,,9,4750|SEA|YFA25K65|100 - ARCTIC|XS
7401-00,SEA,JWPO100060,BERING SEA,L,07/04/25,JOHNNIE O,,USA,,1642858185264,7401-00|JWPO100060|BERING SEA
7401-00,SEA,JWPO100060,BERING SEA,L,14/06/25,JOHNNIE O,,USA,,285,7401-00|JWPO100060|BERING SEA
7401-00,SEA,JWPO100060,KONA,L,07/04/25,JOHNNIE O,,USA,,1151961766742,7401-00|JWPO100060|KONA
7401-00,SEA,JWPO100060,KONA,S,14/06/25,JOHNNIE O,,USA,,10461,7401-00|JWPO100060|KONA
7692-00,SEA,JWPO100060,RASPBERRY WINE,S,07/04/25,JOHNNIE O,,USA,,2087322962130,7692-00|JWPO100060|RASPBERRY WINE
7692-00,SEA,JWPO100060,RASPBERRY WINE,L,14/06/25,JOHNNIE O,,USA,,2211,7692-00|JWPO100060|RASPBERRY WINE
7692-00,SEA,JWPO100060,WHITE,XS,07/04/25,JOHNNIE O,,USA,,5567197217121,7692-00|JWPO100060|WHITE
7692-00,SEA,JWPO100060,WHITE,M,14/06/25,JOHNNIE O,,USA,,113,7692-00|JWPO100060|WHITE
